product_id,name,category,price,description
723,Honey Jar,Kitchen & Dining,174750.00,"Pure and natural honey in a convenient jar, perfect for sweetening beverages or drizzling over food."
724,Ice Cream,Kitchen & Dining,137250.00,"Creamy and delicious ice cream, available in various flavors for a delightful treat."
725,Juice,Kitchen & Dining,99750.00,"Refreshing fruit juice, packed with vitamins and great for staying hydrated."
726,Kiwi,Kitchen & Dining,62250.00,"Nutrient-rich kiwi, perfect for snacking or adding a tropical twist to your dishes."
727,Lemon,Kitchen & Dining,49000.00,"Zesty and tangy lemons, versatile for cooking, baking, or making refreshing beverages."
728,Milk,Kitchen & Dining,87250.00,"Fresh and nutritious milk, a staple for various recipes and daily consumption."
729,Mulberry,Kitchen & Dining,124750.00,"Sweet and juicy mulberries, perfect for snacking or adding to desserts and cereals."
730,Nescafe Coffee,Kitchen & Dining,199750.00,"Quality coffee from Nescafe, available in various blends for a rich and satisfying cup."
731,Potatoes,Kitchen & Dining,57250.00,"Versatile and starchy potatoes, great for roasting, mashing, or as a side dish."
732,Protein Powder,Kitchen & Dining,499749.00,"Nutrient-packed protein powder, ideal for supplementing your diet with essential proteins."
733,Red Onions,Kitchen & Dining,49750.00,"Flavorful and aromatic red onions, perfect for adding depth to your savory dishes."
734,Rice,Kitchen & Dining,149750.00,"High-quality rice, a staple for various cuisines and a versatile base for many dishes."
735,Soft Drinks,Kitchen & Dining,49750.00,"Assorted soft drinks in various flavors, perfect for refreshing beverages."
736,Strawberry,Kitchen & Dining,99750.00,"Sweet and succulent strawberries, great for snacking, desserts, or blending into smoothies."
737,Tissue Paper Box,Kitchen & Dining,62250.00,"Convenient tissue paper box for everyday use, providing soft and absorbent tissues."
738,Water,Kitchen & Dining,49000.00,"Pure and refreshing bottled water, essential for staying hydrated throughout the day."
739,Decoration Swing,Decor,1499750.00,"The Decoration Swing is a charming addition to your home decor. Crafted with intricate details, it adds a touch of elegance and whimsy to any room."
740,Family Tree Photo Frame,Decor,749750.00,"The Family Tree Photo Frame is a sentimental and stylish way to display your cherished family memories. With multiple photo slots, it tells the story of your loved ones."
741,House Showpiece Plant,Decor,999750.00,The House Showpiece Plant is an artificial plant that brings a touch of nature to your home without the need for maintenance. It adds greenery and style to any space.
742,Plant Pot,Decor,374750.00,"The Plant Pot is a stylish container for your favorite plants. With a sleek design, it complements your indoor or outdoor garden, adding a modern touch to your plant display."
743,Table Lamp,Decor,1249750.00,"The Table Lamp is a functional and decorative lighting solution for your living space. With a modern design, it provides both ambient and task lighting, enhancing the atmosphere."
744,Bamboo Spatula,Kitchen & Dining,199750.00,"The Bamboo Spatula is a versatile kitchen tool made from eco-friendly bamboo. Ideal for flipping, stirring, and serving various dishes."
745,Black Aluminium Cup,Kitchen & Dining,149750.00,The Black Aluminium Cup is a stylish and durable cup suitable for both hot and cold beverages. Its sleek black design adds a modern touch to your drinkware collection.
746,Black Whisk,Kitchen & Dining,249750.00,The Black Whisk is a kitchen essential for whisking and beating ingredients. Its ergonomic handle and sleek design make it a practical and stylish tool.
747,Boxed Blender,Kitchen & Dining,999750.00,"The Boxed Blender is a powerful and compact blender perfect for smoothies, shakes, and more. Its convenient design and multiple functions make it a versatile kitchen appliance."
748,Carbon Steel Wok,Kitchen & Dining,749750.00,"The Carbon Steel Wok is a versatile cooking pan suitable for stir-frying, sautéing, and deep frying. Its sturdy construction ensures even heat distribution for delicious meals."
749,Chopping Board,Kitchen & Dining,324750.00,"The Chopping Board is an essential kitchen accessory for food preparation. Made from durable material, it provides a safe and hygienic surface for cutting and chopping."
750,Citrus Squeezer Yellow,Kitchen & Dining,224750.00,The Citrus Squeezer in Yellow is a handy tool for extracting juice from citrus fruits. Its vibrant color adds a cheerful touch to your kitchen gadgets.
751,Egg Slicer,Kitchen & Dining,174750.00,"The Egg Slicer is a convenient tool for slicing boiled eggs evenly. It's perfect for salads, sandwiches, and other dishes where sliced eggs are desired."
752,Electric Stove,Kitchen & Dining,1249750.00,The Electric Stove provides a portable and efficient cooking solution. Ideal for small kitchens or as an additional cooking surface for various culinary needs.
753,Fine Mesh Strainer,Kitchen & Dining,249750.00,The Fine Mesh Strainer is a versatile tool for straining liquids and sifting dry ingredients. Its fine mesh ensures efficient filtering for smooth cooking and baking.
754,Fork,Kitchen & Dining,99750.00,The Fork is a classic utensil for various dining and serving purposes. Its durable and ergonomic design makes it a reliable choice for everyday use.
755,Glass,Kitchen & Dining,124750.00,The Glass is a versatile and elegant drinking vessel suitable for a variety of beverages. Its clear design allows you to enjoy the colors and textures of your drinks.
756,Grater Black,Kitchen & Dining,274750.00,"The Grater in Black is a handy kitchen tool for grating cheese, vegetables, and more. Its sleek design and sharp blades make food preparation efficient and easy."
757,Hand Blender,Kitchen & Dining,874750.00,"The Hand Blender is a versatile kitchen appliance for blending, pureeing, and mixing. Its compact design and powerful motor make it a convenient tool for various recipes."
758,Ice Cube Tray,Kitchen & Dining,149750.00,The Ice Cube Tray is a practical accessory for making ice cubes in various shapes. Perfect for keeping your drinks cool and adding a fun element to your beverages.
759,Kitchen Sieve,Kitchen & Dining,199750.00,The Kitchen Sieve is a versatile tool for sifting and straining dry and wet ingredients. Its fine mesh design ensures smooth results in your cooking and baking.
760,Knife,Kitchen & Dining,374750.00,"The Knife is an essential kitchen tool for chopping, slicing, and dicing. Its sharp blade and ergonomic handle make it a reliable choice for food preparation."
761,Lunch Box,Kitchen & Dining,324750.00,"The Lunch Box is a convenient and portable container for packing and carrying your meals. With compartments for different foods, it's perfect for on-the-go dining."
762,Microwave Oven,Kitchen & Dining,2249750.00,"The Microwave Oven is a versatile kitchen appliance for quick and efficient cooking, reheating, and defrosting. Its compact size makes it suitable for various kitchen setups."
763,Mug Tree Stand,Kitchen & Dining,399750.00,The Mug Tree Stand is a stylish and space-saving solution for organizing your mugs. Keep your favorite mugs easily accessible and neatly displayed in your kitchen.
764,Pan,Kitchen & Dining,624750.00,"The Pan is a versatile and essential cookware item for frying, sautéing, and cooking various dishes. Its non-stick coating ensures easy food release and cleanup."
765,Plate,Kitchen & Dining,99750.00,The Plate is a classic and essential dishware item for serving meals. Its durable and stylish design makes it suitable for everyday use or special occasions.
766,Red Tongs,Kitchen & Dining,174750.00,The Red Tongs are versatile kitchen tongs suitable for various cooking and serving tasks. Their vibrant color adds a pop of excitement to your kitchen utensils.
767,Silver Pot With Glass Cap,Kitchen & Dining,999750.00,"The Silver Pot with Glass Cap is a stylish and functional cookware item for boiling, simmering, and preparing delicious meals. Its glass cap allows you to monitor cooking progress."
768,Slotted Turner,Kitchen & Dining,224750.00,"The Slotted Turner is a kitchen utensil designed for flipping and turning food items. Its slotted design allows excess liquid to drain, making it ideal for frying and sautéing."
769,Spice Rack,Kitchen & Dining,499749.00,The Spice Rack is a convenient organizer for your spices and seasonings. Keep your kitchen essentials within reach and neatly arranged with this stylish spice rack.
770,Spoon,Kitchen & Dining,124750.00,"The Spoon is a versatile kitchen utensil for stirring, serving, and tasting. Its ergonomic design and durable construction make it an essential tool for every kitchen."
771,Tray,Kitchen & Dining,424749.00,"The Tray is a functional and decorative item for serving snacks, appetizers, or drinks. Its stylish design makes it a versatile accessory for entertaining guests."
772,Wooden Rolling Pin,Kitchen & Dining,299750.00,The Wooden Rolling Pin is a classic kitchen tool for rolling out dough for baking. Its smooth surface and sturdy handles make it easy to achieve uniform thickness.
773,Yellow Peeler,Kitchen & Dining,149750.00,The Yellow Peeler is a handy tool for peeling fruits and vegetables with ease. Its bright yellow color adds a cheerful touch to your kitchen gadgets.
774,Apple MacBook Pro 14 Inch Space Grey,Laptops,49999750.00,"The MacBook Pro 14 Inch in Space Grey is a powerful and sleek laptop, featuring Apple's M1 Pro chip for exceptional performance and a stunning Retina display."
775,Asus Zenbook Pro Dual Screen Laptop,Laptops,44999750.00,"The Asus Zenbook Pro Dual Screen Laptop is a high-performance device with dual screens, providing productivity and versatility for creative professionals."
776,Huawei Matebook X Pro,Laptops,34999750.00,"The Huawei Matebook X Pro is a slim and stylish laptop with a high-resolution touchscreen display, offering a premium experience for users on the go."
777,Lenovo Yoga 920,Laptops,27499750.00,"The Lenovo Yoga 920 is a 2-in-1 convertible laptop with a flexible hinge, allowing you to use it as a laptop or tablet, offering versatility and portability."
778,New DELL XPS 13 9300 Laptop,Laptops,37499750.00,"The New DELL XPS 13 9300 Laptop is a compact and powerful device, featuring a virtually borderless InfinityEdge display and high-end performance for various tasks."
779,Blue & Black Check Shirt,Clothing,749750.00,"The Blue & Black Check Shirt is a stylish and comfortable men's shirt featuring a classic check pattern. Made from high-quality fabric, it's suitable for both casual and semi-formal occasions."
780,Gigabyte Aorus Men Tshirt,Clothing,624750.00,"The Gigabyte Aorus Men Tshirt is a cool and casual shirt for gaming enthusiasts. With the Aorus logo and sleek design, it's perfect for expressing your gaming style."
781,Man Plaid Shirt,Clothing,874750.00,The Man Plaid Shirt is a timeless and versatile men's shirt with a classic plaid pattern. Its comfortable fit and casual style make it a wardrobe essential for various occasions.
782,Man Short Sleeve Shirt,Clothing,499749.00,"The Man Short Sleeve Shirt is a breezy and stylish option for warm days. With a comfortable fit and short sleeves, it's perfect for a laid-back yet polished look."
783,Men Check Shirt,Clothing,699750.00,"The Men Check Shirt is a classic and versatile shirt featuring a stylish check pattern. Suitable for various occasions, it adds a smart and polished touch to your wardrobe."
784,Nike Air Jordan 1 Red And Black,Shoes,3749750.00,"The Nike Air Jordan 1 in Red and Black is an iconic basketball sneaker known for its stylish design and high-performance features, making it a favorite among sneaker enthusiasts and athletes."
785,Nike Baseball Cleats,Shoes,1999749.00,Nike Baseball Cleats are designed for maximum traction and performance on the baseball field. They provide stability and support for players during games and practices.
786,Puma Future Rider Trainers,Shoes,2249750.00,"The Puma Future Rider Trainers offer a blend of retro style and modern comfort. Perfect for casual wear, these trainers provide a fashionable and comfortable option for everyday use."
787,Sports Sneakers Off White & Red,Shoes,2999750.00,"The Sports Sneakers in Off White and Red combine style and functionality, making them a fashionable choice for sports enthusiasts. The red and off-white color combination adds a bold and energetic touch."
788,Sports Sneakers Off White Red,Shoes,2749750.00,"Another variant of the Sports Sneakers in Off White Red, featuring a unique design. These sneakers offer style and comfort for casual occasions."
789,Brown Leather Belt Watch,Clothing,2249750.00,"The Brown Leather Belt Watch is a stylish timepiece with a classic design. Featuring a genuine leather strap and a sleek dial, it adds a touch of sophistication to your look."
790,Longines Master Collection,Clothing,37499750.00,"The Longines Master Collection is an elegant and refined watch known for its precision and craftsmanship. With a timeless design, it's a symbol of luxury and sophistication."
791,Rolex Cellini Date Black Dial,Clothing,224999750.00,"The Rolex Cellini Date with Black Dial is a classic and prestigious watch. With a black dial and date complication, it exudes sophistication and is a symbol of Rolex's heritage."
792,Rolex Cellini Moonphase,Clothing,324999750.00,"The Rolex Cellini Moonphase is a masterpiece of horology, featuring a moon phase complication and exquisite design. It reflects Rolex's commitment to precision and elegance."
793,Rolex Datejust,Clothing,274999750.00,"The Rolex Datejust is an iconic and versatile timepiece with a date window. Known for its timeless design and reliability, it's a symbol of Rolex's watchmaking excellence."
794,Rolex Submariner Watch,Clothing,349999750.00,"The Rolex Submariner is a legendary dive watch with a rich history. Known for its durability and water resistance, it's a symbol of adventure and exploration."
795,Amazon Echo Plus,Earbuds,2499750.00,The Amazon Echo Plus is a smart speaker with built-in Alexa voice control. It features premium sound quality and serves as a hub for controlling smart home devices.
796,Apple Airpods,Earbuds,3249750.00,"The Apple Airpods offer a seamless wireless audio experience. With easy pairing, high-quality sound, and Siri integration, they are perfect for on-the-go listening."
797,Apple AirPods Max Silver,Earbuds,13749750.00,"The Apple AirPods Max in Silver are premium over-ear headphones with high-fidelity audio, adaptive EQ, and active noise cancellation. Experience immersive sound in style."
798,Apple Airpower Wireless Charger,Power Banks,1999749.00,The Apple AirPower Wireless Charger provides a convenient way to charge your compatible Apple devices wirelessly. Simply place your devices on the charging mat for effortless charging.
799,Apple HomePod Mini Cosmic Grey,Earbuds,2499750.00,The Apple HomePod Mini in Cosmic Grey is a compact smart speaker that delivers impressive audio and integrates seamlessly with the Apple ecosystem for a smart home experience.
800,Apple iPhone Charger,Power Banks,499749.00,The Apple iPhone Charger is a high-quality charger designed for fast and efficient charging of your iPhone. Ensure your device stays powered up and ready to go.
801,Apple MagSafe Battery Pack,Earbuds,2499750.00,The Apple MagSafe Battery Pack is a portable and convenient way to add extra battery life to your MagSafe-compatible iPhone. Attach it magnetically for a secure connection.
802,Apple Watch Series 4 Gold,Earbuds,8749750.00,"The Apple Watch Series 4 in Gold is a stylish and advanced smartwatch with features like heart rate monitoring, fitness tracking, and a beautiful Retina display."
803,Beats Flex Wireless Earphones,Earbuds,1249750.00,"The Beats Flex Wireless Earphones offer a comfortable and versatile audio experience. With magnetic earbuds and up to 12 hours of battery life, they are ideal for everyday use."
804,iPhone 12 Silicone Case with MagSafe Plum,Earbuds,749750.00,The iPhone 12 Silicone Case with MagSafe in Plum is a stylish and protective case designed for the iPhone 12. It features MagSafe technology for easy attachment of accessories.
805,Monopod,Earbuds,499749.00,"The Monopod is a versatile camera accessory for stable and adjustable shooting. Perfect for capturing selfies, group photos, and videos with ease."
806,Selfie Lamp with iPhone,Earbuds,374750.00,The Selfie Lamp with iPhone is a portable and adjustable LED light designed to enhance your selfies and video calls. Attach it to your iPhone for well-lit photos.
807,Selfie Stick Monopod,Earbuds,324750.00,The Selfie Stick Monopod is a extendable and foldable device for capturing the perfect selfie or group photo. Compatible with smartphones and cameras.
808,TV Studio Camera Pedestal,Earbuds,12499750.00,The TV Studio Camera Pedestal is a professional-grade camera support system for smooth and precise camera movements in a studio setting. Ideal for broadcast and production.
809,iPhone 5s,Smartphones,4999750.00,"The iPhone 5s is a classic smartphone known for its compact design and advanced features during its release. While it's an older model, it still provides a reliable user experience."
810,iPhone 6,Smartphones,7499750.00,"The iPhone 6 is a stylish and capable smartphone with a larger display and improved performance. It introduced new features and design elements, making it a popular choice in its time."
811,iPhone 13 Pro,Smartphones,27499750.00,"The iPhone 13 Pro is a cutting-edge smartphone with a powerful camera system, high-performance chip, and stunning display. It offers advanced features for users who demand top-notch technology."
812,iPhone X,Smartphones,22499750.00,"The iPhone X is a flagship smartphone featuring a bezel-less OLED display, facial recognition technology (Face ID), and impressive performance. It represents a milestone in iPhone design and innovation."
813,Oppo A57,Smartphones,6249750.00,"The Oppo A57 is a mid-range smartphone known for its sleek design and capable features. It offers a balance of performance and affordability, making it a popular choice."
814,Oppo F19 Pro Plus,Smartphones,9999750.00,The Oppo F19 Pro Plus is a feature-rich smartphone with a focus on camera capabilities. It boasts advanced photography features and a powerful performance for a premium user experience.
815,Oppo K1,Smartphones,7499750.00,"The Oppo K1 series offers a range of smartphones with various features and specifications. Known for their stylish design and reliable performance, the Oppo K1 series caters to diverse user preferences."
